  101234567          0          0         97         33          0          0
               0               0               0               0               0
               0               0               0               0               0
               0               0               0               0               0
               0               0               0               0               0
               0               0               0               0               0
               0               0               0               0               0
               0               0               0               0               0
               0               0               0               0               0
               0               0               0               0               0
               0               0               0               0               0
               0               0               0               0               0
               0               0               0               0               0
               0               0               0               0               0
               0               0               0               0               0
               0               0               0               0               0
               0               0               0               0               0
               0               0               0               0               0
               0               0               0               0               0
               0               0               0               0               0
               0               0               0               0               0
  101234567          1   13078466         44         77          0        100
      1062415324      1057942592      1054719672      1042378660      1059253667
      1057755276      1064964324      1060430748      1042127792      1036808128
      1064895683      1054274084      1042775032      1047877920      1053103920
      1055301350      1052645142      1060491711      1064886882      1056135744
      1062293535      1047741068      1040481604      1060949070      1024634000
      1057447583      1058676605      1061460358      1059673476      1049804646
      1058775800      1060960472      1059690748      1059781351      1053423568
      1043560356      1049459598      1059930173      1028737328      1052584418
      1052061118      1059674865      1062769011      1064395202      1054981688
      1048557100      1046041316      1064538128      1058668155      1064057187
      1034324536      1063568425      1052489200      1054294352      1057484013
      1055319936      1041574496      1060385264      1014422336      1055926544
      1048877122      1053104758      1048998728      1053543038      1048982488
      1018622656      1059698071      1023319168      1049223210      1017345152
      1061130427      1063501117      1064424670      1064972439      1062553472
      1027267856      1063818498      1051589242      1054773934      1055520490
      1058245244      1057170256      1057288963      1042705744      1051999780
      1065068473      1023760896      1058536890      1045241584      1060632631
      1039388016      1058199617      1040977076      1059116665      1063910964
      1057514684      1022459712      1033455296      1055496034      1065353213
