  101234567          0          0         97         33          0          0
               0               0               0               0               0
               0               0               0               0               0
               0               0               0               0               0
               0               0               0               0               0
               0               0               0               0               0
               0               0               0               0               0
               0               0               0               0               0
               0               0               0               0               0
               0               0               0               0               0
               0               0               0               0               0
               0               0               0               0               0
               0               0               0               0               0
               0               0               0               0               0
               0               0               0               0               0
               0               0               0               0               0
               0               0               0               0               0
               0               0               0               0               0
               0               0               0               0               0
               0               0               0               0               0
               0               0               0               0               0
  101234567          1      58522         66          2          0         50
      1057575309      1057868175      1058755586      1052536542      1053861234
      1045813248      1058082119      1057123727      1051848424      1061073797
      1063453503      1058625888      1057172084      1028327888      1062981228
      1065113227      1063048164      1034227312      1042232116      1044398892
      1060087646      1049639704      1033183040      1012220672      1062633282
      1055551442      1023262624      1064569887      1063931953      1051207166
      1055868696      1060443805      1025494720      1059745155      1062429620
      1056211972      1064999727      1050394242      1034665296      1065075260
      1057162428      1059300600      1052077194      1054110500      1058995552
      1053693778      1044025320      1048765520      1063693944      1062259271
      1056822068      1032384056      1053681288      1052718004      1032121112
      1057807930      1053383058      1062260527      1048309236      1060341405
      1041754176      1058135971      1007563840      1044322384      1043508724
      1056300250      1043632396      1060314849      1052723188      1060921695
      1049925866      1056470450      1051766682      1065295420      1056317896
      1045979108      1042179900      1064995650      1059474987      1064569114
      1052616732      1058512100      1053091764      1032371552      1061696477
      1065271396      1057123580      1054614968      1060943170      1060466185
      1064051906      1062668679      1059403645      1063875596      1059588122
      1058193973      1051772484      1051739340      1055496034      1065353213
